"Date","MABMM201USM189S"
1989-08-01,3.0767e+12
1989-09-01,3.0948e+12
1989-10-01,3.1164e+12
1989-11-01,3.1353e+12
1989-12-01,3.1544e+12
1990-01-01,3.1685e+12
1990-02-01,3.1809e+12
1990-03-01,3.1917e+12
1990-04-01,3.2032e+12
1990-05-01,3.2021e+12
1990-06-01,3.215e+12
1990-07-01,3.2256e+12
1990-08-01,3.2432e+12
1990-09-01,3.2558e+12
1990-10-01,3.2604e+12
1990-11-01,3.2636e+12
1990-12-01,3.2727e+12
1991-01-01,3.2884e+12
1991-02-01,3.3048e+12
1991-03-01,3.3222e+12
1991-04-01,3.3325e+12
1991-05-01,3.3431e+12
1991-06-01,3.352e+12
1991-07-01,3.3559e+12
1991-08-01,3.3547e+12
1991-09-01,3.3546e+12
1991-10-01,3.3596e+12
1991-11-01,3.365e+12
1991-12-01,3.3716e+12
1992-01-01,3.3803e+12
1992-02-01,3.399e+12
1992-03-01,3.4029e+12
1992-04-01,3.3987e+12
1992-05-01,3.3975e+12
1992-06-01,3.3923e+12
1992-07-01,3.3926e+12
1992-08-01,3.3975e+12
1992-09-01,3.409e+12
1992-10-01,3.4224e+12
1992-11-01,3.4249e+12
1992-12-01,3.4231e+12
1993-01-01,3.4173e+12
1993-02-01,3.4125e+12
1993-03-01,3.4098e+12
1993-04-01,3.4094e+12
1993-05-01,3.435e+12
1993-06-01,3.4405e+12
1993-07-01,3.44e+12
1993-08-01,3.4436e+12
1993-09-01,3.4501e+12
1993-10-01,3.4545e+12
1993-11-01,3.468e+12
1993-12-01,3.4724e+12
1994-01-01,3.4724e+12
1994-02-01,3.4732e+12
1994-03-01,3.4783e+12
1994-04-01,3.4812e+12
1994-05-01,3.4907e+12
1994-06-01,3.4792e+12
1994-07-01,3.4876e+12
1994-08-01,3.4848e+12
1994-09-01,3.485e+12
1994-10-01,3.4832e+12
1994-11-01,3.4861e+12
1994-12-01,3.485e+12
1995-01-01,3.4904e+12
1995-02-01,3.4876e+12
1995-03-01,3.4888e+12
1995-04-01,3.4968e+12
1995-05-01,3.5216e+12
1995-06-01,3.5464e+12
1995-07-01,3.5646e+12
1995-08-01,3.5862e+12
1995-09-01,3.5993e+12
1995-10-01,3.6104e+12
1995-11-01,3.617e+12
1995-12-01,3.6267e+12
1996-01-01,3.6448e+12
1996-02-01,3.6588e+12
1996-03-01,3.6839e+12
1996-04-01,3.6944e+12
1996-05-01,3.7055e+12
1996-06-01,3.7188e+12
1996-07-01,3.7338e+12
1996-08-01,3.7407e+12
1996-09-01,3.749e+12
1996-10-01,3.7639e+12
1996-11-01,3.7837e+12
1996-12-01,3.8049e+12
1997-01-01,3.8195e+12
1997-02-01,3.8313e+12
1997-03-01,3.8466e+12
1997-04-01,3.8625e+12
1997-05-01,3.8735e+12
1997-06-01,3.8903e+12
1997-07-01,3.9081e+12
1997-08-01,3.9419e+12
1997-09-01,3.9574e+12
1997-10-01,3.9764e+12
1997-11-01,3.9995e+12
1997-12-01,4.0173e+12
1998-01-01,4.0404e+12
1998-02-01,4.0729e+12
1998-03-01,4.0986e+12
1998-04-01,4.1248e+12
1998-05-01,4.1479e+12
1998-06-01,4.1678e+12
1998-07-01,4.187e+12
1998-08-01,4.2118e+12
1998-09-01,4.2502e+12
1998-10-01,4.2893e+12
1998-11-01,4.3277e+12
1998-12-01,4.3564e+12
1999-01-01,4.3834e+12
1999-02-01,4.4065e+12
1999-03-01,4.4137e+12
1999-04-01,4.4428e+12
1999-05-01,4.465e+12
1999-06-01,4.487e+12
1999-07-01,4.5139e+12
1999-08-01,4.5313e+12
1999-09-01,4.5469e+12
1999-10-01,4.5703e+12
1999-11-01,4.589e+12
1999-12-01,4.6168e+12
2000-01-01,4.6455e+12
2000-02-01,4.6587e+12
2000-03-01,4.6897e+12
2000-04-01,4.7458e+12
2000-05-01,4.733e+12
2000-06-01,4.7504e+12
2000-07-01,4.7684e+12
2000-08-01,4.7965e+12
2000-09-01,4.8321e+12
2000-10-01,4.8484e+12
2000-11-01,4.8592e+12
2000-12-01,4.9035e+12
2001-01-01,4.9536e+12
2001-02-01,4.9913e+12
2001-03-01,5.0486e+12
2001-04-01,5.1122e+12
2001-05-01,5.1089e+12
2001-06-01,5.1492e+12
2001-07-01,5.1793e+12
2001-08-01,5.2129e+12
2001-09-01,5.3236e+12
2001-10-01,5.3096e+12
2001-11-01,5.3526e+12
2001-12-01,5.4056e+12
2002-01-01,5.4263e+12
2002-02-01,5.4559e+12
2002-03-01,5.4675e+12
2002-04-01,5.4676e+12
2002-05-01,5.4927e+12
2002-06-01,5.5171e+12
2002-07-01,5.5593e+12
2002-08-01,5.6011e+12
2002-09-01,5.6256e+12
2002-10-01,5.6698e+12
2002-11-01,5.7196e+12
2002-12-01,5.7408e+12
2003-01-01,5.7735e+12
2003-02-01,5.8094e+12
2003-03-01,5.8303e+12
2003-04-01,5.8674e+12
2003-05-01,5.9277e+12
2003-06-01,5.9645e+12
2003-07-01,6.0113e+12
2003-08-01,6.0695e+12
2003-09-01,6.0415e+12
2003-10-01,6.0323e+12
2003-11-01,6.0377e+12
2003-12-01,6.036e+12
2004-01-01,6.0447e+12
2004-02-01,6.0842e+12
2004-03-01,6.1204e+12
2004-04-01,6.1608e+12
2004-05-01,6.2378e+12
2004-06-01,6.2402e+12
2004-07-01,6.2536e+12
2004-08-01,6.2801e+12
2004-09-01,6.3149e+12
2004-10-01,6.3429e+12
2004-11-01,6.3699e+12
2004-12-01,6.3886e+12
2005-01-01,6.3953e+12
2005-02-01,6.4035e+12
2005-03-01,6.4132e+12
2005-04-01,6.4262e+12
2005-05-01,6.4436e+12
2005-06-01,6.4764e+12
2005-07-01,6.5082e+12
2005-08-01,6.5409e+12
2005-09-01,6.5749e+12
2005-10-01,6.6087e+12
2005-11-01,6.6252e+12
2005-12-01,6.6515e+12
2006-01-01,6.6939e+12
2006-02-01,6.7185e+12
2006-03-01,6.7336e+12
2006-04-01,6.77e+12
2006-05-01,6.7771e+12
2006-06-01,6.8146e+12
2006-07-01,6.8559e+12
2006-08-01,6.8863e+12
2006-09-01,6.9129e+12
2006-10-01,6.9616e+12
2006-11-01,6.9971e+12
2006-12-01,7.0406e+12
2007-01-01,7.0787e+12
2007-02-01,7.095e+12
2007-03-01,7.1298e+12
2007-04-01,7.2017e+12
2007-05-01,7.2167e+12
2007-06-01,7.2493e+12
2007-07-01,7.2793e+12
2007-08-01,7.3558e+12
2007-09-01,7.3739e+12
2007-10-01,7.3864e+12
2007-11-01,7.4125e+12
2007-12-01,7.444e+12
2008-01-01,7.4785e+12
2008-02-01,7.5642e+12
2008-03-01,7.6319e+12
2008-04-01,7.6751e+12
2008-05-01,7.6872e+12
2008-06-01,7.7037e+12
2008-07-01,7.748e+12
2008-08-01,7.7617e+12
2008-09-01,7.8301e+12
2008-10-01,7.9364e+12
2008-11-01,7.988e+12
2008-12-01,8.1662e+12
2009-01-01,8.2484e+12
2009-02-01,8.2786e+12
2009-03-01,8.3457e+12
2009-04-01,8.3489e+12
2009-05-01,8.4015e+12
2009-06-01,8.4089e+12
2009-07-01,8.4116e+12
2009-08-01,8.4101e+12
2009-09-01,8.4054e+12
2009-10-01,8.4318e+12
2009-11-01,8.4656e+12
2009-12-01,8.4638e+12
2010-01-01,8.4283e+12
2010-02-01,8.4796e+12
2010-03-01,8.4787e+12
2010-04-01,8.5108e+12
2010-05-01,8.5634e+12
2010-06-01,8.5781e+12
2010-07-01,8.5846e+12
2010-08-01,8.6323e+12
2010-09-01,8.656e+12
2010-10-01,8.7045e+12
2010-11-01,8.7307e+12
2010-12-01,8.766e+12
2011-01-01,8.8077e+12
2011-02-01,8.8589e+12
2011-03-01,8.9038e+12
2011-04-01,8.9678e+12
2011-05-01,9.0175e+12
2011-06-01,9.0958e+12
2011-07-01,9.2809e+12
2011-08-01,9.4883e+12
2011-09-01,9.503e+12
2011-10-01,9.533e+12
2011-11-01,9.5787e+12
2011-12-01,9.6202e+12
2012-01-01,9.7075e+12
2012-02-01,9.76e+12
2012-03-01,9.8021e+12
2012-04-01,9.8567e+12
2012-05-01,9.886e+12
2012-06-01,9.9487e+12
2012-07-01,1.00221e+13
2012-08-01,1.0086e+13
2012-09-01,1.01577e+13
2012-10-01,1.02141e+13
2012-11-01,1.02799e+13
2012-12-01,1.04068e+13
2013-01-01,1.04426e+13
2013-02-01,1.04547e+13
2013-03-01,1.05198e+13
2013-04-01,1.05537e+13
2013-05-01,1.05908e+13
2013-06-01,1.0639e+13
2013-07-01,1.07022e+13
2013-08-01,1.07562e+13
2013-09-01,1.08022e+13
2013-10-01,1.09001e+13
2013-11-01,1.09089e+13
2013-12-01,1.09588e+13
