"Date","MYAGM2USM052N"
1973-08-01,8.374e+11
1973-09-01,8.36e+11
1973-10-01,8.393e+11
1973-11-01,8.454e+11
1973-12-01,8.565e+11
1974-01-01,8.615e+11
1974-02-01,8.598e+11
1974-03-01,8.699e+11
1974-04-01,8.786e+11
1974-05-01,8.734e+11
1974-06-01,8.819e+11
1974-07-01,8.86e+11
1974-08-01,8.829e+11
1974-09-01,8.847e+11
1974-10-01,8.904e+11
1974-11-01,8.954e+11
1974-12-01,9.035e+11
1975-01-01,9.08e+11
1975-02-01,9.087e+11
1975-03-01,9.244e+11
1975-04-01,9.411e+11
1975-05-01,9.462e+11
1975-06-01,9.669e+11
1975-07-01,9.797e+11
1975-08-01,9.824e+11
1975-09-01,9.884e+11
1975-10-01,9.956e+11
1975-11-01,1.0048e+12
1975-12-01,1.0178e+12
1976-01-01,1.0283e+12
1976-02-01,1.0342e+12
1976-03-01,1.0477e+12
1976-04-01,1.0669e+12
1976-05-01,1.0703e+12
1976-06-01,1.0808e+12
1976-07-01,1.0916e+12
1976-08-01,1.0973e+12
1976-09-01,1.1084e+12
1976-10-01,1.1251e+12
1976-11-01,1.135e+12
1976-12-01,1.1535e+12
1977-01-01,1.1675e+12
1977-02-01,1.1699e+12
1977-03-01,1.1853e+12
1977-04-01,1.2066e+12
1977-05-01,1.2055e+12
1977-06-01,1.2198e+12
1977-07-01,1.2329e+12
1977-08-01,1.2353e+12
1977-09-01,1.2447e+12
1977-10-01,1.2559e+12
1977-11-01,1.2602e+12
1977-12-01,1.273e+12
1978-01-01,1.2823e+12
1978-02-01,1.2768e+12
1978-03-01,1.2882e+12
1978-04-01,1.3074e+12
1978-05-01,1.3048e+12
1978-06-01,1.319e+12
1978-07-01,1.3301e+12
1978-08-01,1.3314e+12
1978-09-01,1.3447e+12
1978-10-01,1.3553e+12
1978-11-01,1.3581e+12
1978-12-01,1.3708e+12
1979-01-01,1.3752e+12
1979-02-01,1.3693e+12
1979-03-01,1.384e+12
1979-04-01,1.4084e+12
1979-05-01,1.4027e+12
1979-06-01,1.4225e+12
1979-07-01,1.4393e+12
1979-08-01,1.4443e+12
1979-09-01,1.4545e+12
1979-10-01,1.4636e+12
1979-11-01,1.4664e+12
1979-12-01,1.479e+12
1980-01-01,1.4862e+12
1980-02-01,1.4863e+12
1980-03-01,1.4972e+12
1980-04-01,1.5077e+12
1980-05-01,1.5042e+12
1980-06-01,1.5274e+12
1980-07-01,1.5491e+12
1980-08-01,1.5607e+12
1980-09-01,1.5731e+12
1980-10-01,1.5885e+12
1980-11-01,1.599e+12
1980-12-01,1.6048e+12
1981-01-01,1.6106e+12
1981-02-01,1.6105e+12
1981-03-01,1.6332e+12
1981-04-01,1.6645e+12
1981-05-01,1.6554e+12
1981-06-01,1.6671e+12
1981-07-01,1.6851e+12
1981-08-01,1.6946e+12
1981-09-01,1.7064e+12
1981-10-01,1.7264e+12
1981-11-01,1.741e+12
1981-12-01,1.7603e+12
1982-01-01,1.7728e+12
1982-02-01,1.7653e+12
1982-03-01,1.7817e+12
1982-04-01,1.8079e+12
1982-05-01,1.8049e+12
1982-06-01,1.8227e+12
1982-07-01,1.8372e+12
1982-08-01,1.8492e+12
1982-09-01,1.8631e+12
1982-10-01,1.8797e+12
1982-11-01,1.8938e+12
1982-12-01,1.9172e+12
1983-01-01,1.9669e+12
1983-02-01,1.9886e+12
1983-03-01,2.0122e+12
1983-04-01,2.0361e+12
1983-05-01,2.0342e+12
1983-06-01,2.0541e+12
1983-07-01,2.0719e+12
1983-08-01,2.0747e+12
1983-09-01,2.0833e+12
1983-10-01,2.1043e+12
1983-11-01,2.1199e+12
1983-12-01,2.1362e+12
1984-01-01,2.1471e+12
1984-02-01,2.15e+12
1984-03-01,2.1713e+12
1984-04-01,2.1982e+12
1984-05-01,2.1937e+12
1984-06-01,2.2166e+12
1984-07-01,2.2302e+12
1984-08-01,2.231e+12
1984-09-01,2.2449e+12
1984-10-01,2.2619e+12
1984-11-01,2.2886e+12
1984-12-01,2.3209e+12
1985-01-01,2.3421e+12
1985-02-01,2.3457e+12
1985-03-01,2.3628e+12
1985-04-01,2.3821e+12
1985-05-01,2.379e+12
1985-06-01,2.416e+12
1985-07-01,2.4372e+12
1985-08-01,2.4449e+12
1985-09-01,2.4552e+12
1985-10-01,2.4689e+12
1985-11-01,2.4844e+12
1985-12-01,2.5066e+12
1986-01-01,2.5135e+12
1986-02-01,2.5046e+12
1986-03-01,2.5301e+12
1986-04-01,2.5674e+12
1986-05-01,2.5741e+12
1986-06-01,2.6083e+12
1986-07-01,2.6355e+12
1986-08-01,2.649e+12
1986-09-01,2.6651e+12
1986-10-01,2.6882e+12
1986-11-01,2.7088e+12
1986-12-01,2.7443e+12
1987-01-01,2.757e+12
1987-02-01,2.7388e+12
1987-03-01,2.7513e+12
1987-04-01,2.7825e+12
1987-05-01,2.7634e+12
1987-06-01,2.7769e+12
1987-07-01,2.7888e+12
1987-08-01,2.7911e+12
1987-09-01,2.797e+12
1987-10-01,2.8152e+12
1987-11-01,2.8262e+12
1987-12-01,2.8429e+12
1988-01-01,2.8618e+12
1988-02-01,2.8634e+12
1988-03-01,2.8913e+12
1988-04-01,2.93e+12
1988-05-01,2.9154e+12
1988-06-01,2.9396e+12
1988-07-01,2.9586e+12
1988-08-01,2.9554e+12
1988-09-01,2.9557e+12
1988-10-01,2.9677e+12
1988-11-01,2.9884e+12
1988-12-01,3.0063e+12
1989-01-01,3.0044e+12
1989-02-01,2.9881e+12
1989-03-01,3.0046e+12
1989-04-01,3.0287e+12
1989-05-01,3.0015e+12
1989-06-01,3.0281e+12
1989-07-01,3.0612e+12
1989-08-01,3.0767e+12
1989-09-01,3.0922e+12
1989-10-01,3.1154e+12
1989-11-01,3.1419e+12
1989-12-01,3.1714e+12
1990-01-01,3.1761e+12
1990-02-01,3.1762e+12
1990-03-01,3.1981e+12
1990-04-01,3.2252e+12
1990-05-01,3.1917e+12
1990-06-01,3.2155e+12
1990-07-01,3.229e+12
1990-08-01,3.2432e+12
1990-09-01,3.2536e+12
1990-10-01,3.2582e+12
1990-11-01,3.2698e+12
1990-12-01,3.2896e+12
1991-01-01,3.2938e+12
1991-02-01,3.3007e+12
1991-03-01,3.3317e+12
1991-04-01,3.3542e+12
1991-05-01,3.3349e+12
1991-06-01,3.3542e+12
1991-07-01,3.3585e+12
1991-08-01,3.3554e+12
1991-09-01,3.3515e+12
1991-10-01,3.3579e+12
1991-11-01,3.3753e+12
1991-12-01,3.3905e+12
1992-01-01,3.3871e+12
1992-02-01,3.3939e+12
1992-03-01,3.4087e+12
1992-04-01,3.4229e+12
1992-05-01,3.3917e+12
1992-06-01,3.3924e+12
1992-07-01,3.3967e+12
1992-08-01,3.4e+12
1992-09-01,3.4047e+12
1992-10-01,3.4224e+12
1992-11-01,3.437e+12
1992-12-01,3.4454e+12
1993-01-01,3.4277e+12
1993-02-01,3.4049e+12
1993-03-01,3.4148e+12
1993-04-01,3.4346e+12
1993-05-01,3.4293e+12
1993-06-01,3.4438e+12
1993-07-01,3.447e+12
1993-08-01,3.4455e+12
1993-09-01,3.448e+12
1993-10-01,3.4571e+12
1993-11-01,3.4792e+12
1993-12-01,3.4999e+12
1994-01-01,3.4849e+12
1994-02-01,3.4643e+12
1994-03-01,3.4827e+12
1994-04-01,3.5109e+12
1994-05-01,3.4825e+12
1994-06-01,3.4851e+12
1994-07-01,3.4991e+12
1994-08-01,3.4888e+12
1994-09-01,3.4838e+12
1994-10-01,3.4852e+12
1994-11-01,3.499e+12
1994-12-01,3.5149e+12
1995-01-01,3.5019e+12
1995-02-01,3.4811e+12
1995-03-01,3.4978e+12
1995-04-01,3.5285e+12
1995-05-01,3.5129e+12
1995-06-01,3.5524e+12
1995-07-01,3.5768e+12
1995-08-01,3.5925e+12
1995-09-01,3.6019e+12
1995-10-01,3.6093e+12
1995-11-01,3.6306e+12
1995-12-01,3.661e+12
1996-01-01,3.659e+12
1996-02-01,3.6549e+12
1996-03-01,3.7022e+12
1996-04-01,3.7289e+12
1996-05-01,3.6975e+12
1996-06-01,3.7287e+12
1996-07-01,3.7421e+12
1996-08-01,3.7498e+12
1996-09-01,3.7516e+12
1996-10-01,3.7616e+12
1996-11-01,3.7975e+12
1996-12-01,3.8376e+12
1997-01-01,3.8364e+12
1997-02-01,3.8315e+12
1997-03-01,3.8696e+12
1997-04-01,3.9023e+12
1997-05-01,3.866e+12
1997-06-01,3.896e+12
1997-07-01,3.9148e+12
1997-08-01,3.9498e+12
1997-09-01,3.9582e+12
1997-10-01,3.9736e+12
1997-11-01,4.013e+12
1997-12-01,4.0527e+12
1998-01-01,4.0609e+12
1998-02-01,4.0774e+12
1998-03-01,4.1265e+12
1998-04-01,4.169e+12
1998-05-01,4.1387e+12
1998-06-01,4.1698e+12
1998-07-01,4.1878e+12
1998-08-01,4.2155e+12
1998-09-01,4.25e+12
1998-10-01,4.2868e+12
1998-11-01,4.3413e+12
1998-12-01,4.3955e+12
1999-01-01,4.4054e+12
1999-02-01,4.4153e+12
1999-03-01,4.4532e+12
1999-04-01,4.4993e+12
1999-05-01,4.4594e+12
1999-06-01,4.4875e+12
1999-07-01,4.5122e+12
1999-08-01,4.534e+12
1999-09-01,4.5472e+12
1999-10-01,4.5684e+12
1999-11-01,4.6053e+12
1999-12-01,4.66e+12
2000-01-01,4.6689e+12
2000-02-01,4.6686e+12
2000-03-01,4.7298e+12
2000-04-01,4.7988e+12
2000-05-01,4.7242e+12
2000-06-01,4.7473e+12
2000-07-01,4.764e+12
2000-08-01,4.7956e+12
2000-09-01,4.8306e+12
2000-10-01,4.8442e+12
2000-11-01,4.8723e+12
2000-12-01,4.9455e+12
2001-01-01,4.9716e+12
2001-02-01,5.0006e+12
2001-03-01,5.0921e+12
2001-04-01,5.168e+12
2001-05-01,5.1045e+12
2001-06-01,5.1558e+12
2001-07-01,5.1858e+12
2001-08-01,5.222e+12
2001-09-01,5.3339e+12
2001-10-01,5.3172e+12
2001-11-01,5.3814e+12
2001-12-01,5.4668e+12
2002-01-01,5.4564e+12
2002-02-01,5.4764e+12
2002-03-01,5.5253e+12
2002-04-01,5.5369e+12
2002-05-01,5.5018e+12
2002-06-01,5.5385e+12
2002-07-01,5.5796e+12
2002-08-01,5.6225e+12
2002-09-01,5.6473e+12
2002-10-01,5.6864e+12
2002-11-01,5.7591e+12
2002-12-01,5.8083e+12
2003-01-01,5.7959e+12
2003-02-01,5.8212e+12
2003-03-01,5.8812e+12
2003-04-01,5.9366e+12
2003-05-01,5.9353e+12
2003-06-01,5.9903e+12
2003-07-01,6.0332e+12
2003-08-01,6.0896e+12
2003-09-01,6.0591e+12
2003-10-01,6.0424e+12
2003-11-01,6.0708e+12
2003-12-01,6.0936e+12
2004-01-01,6.0539e+12
2004-02-01,6.0838e+12
2004-03-01,6.1614e+12
2004-04-01,6.2302e+12
2004-05-01,6.2424e+12
2004-06-01,6.264e+12
2004-07-01,6.2682e+12
2004-08-01,6.2891e+12
2004-09-01,6.3227e+12
2004-10-01,6.3438e+12
2004-11-01,6.3938e+12
2004-12-01,6.4367e+12
2005-01-01,6.3936e+12
2005-02-01,6.3936e+12
2005-03-01,6.4543e+12
2005-04-01,6.4987e+12
2005-05-01,6.4478e+12
2005-06-01,6.5006e+12
2005-07-01,6.5205e+12
2005-08-01,6.5437e+12
2005-09-01,6.5763e+12
2005-10-01,6.6034e+12
2005-11-01,6.6444e+12
2005-12-01,6.6982e+12
2006-01-01,6.6959e+12
2006-02-01,6.7125e+12
2006-03-01,6.7861e+12
2006-04-01,6.8495e+12
2006-05-01,6.7872e+12
2006-06-01,6.8394e+12
2006-07-01,6.8611e+12
2006-08-01,6.8802e+12
2006-09-01,6.9086e+12
2006-10-01,6.9529e+12
2006-11-01,7.017e+12
2006-12-01,7.0942e+12
2007-01-01,7.0914e+12
2007-02-01,7.1019e+12
2007-03-01,7.2015e+12
2007-04-01,7.2913e+12
2007-05-01,7.2348e+12
2007-06-01,7.2795e+12
2007-07-01,7.2842e+12
2007-08-01,7.3461e+12
2007-09-01,7.3758e+12
2007-10-01,7.3909e+12
2007-11-01,7.4518e+12
2007-12-01,7.5218e+12
2008-01-01,7.5205e+12
2008-02-01,7.6047e+12
2008-03-01,7.7441e+12
2008-04-01,7.7935e+12
2008-05-01,7.7322e+12
2008-06-01,7.7543e+12
2008-07-01,7.7694e+12
2008-08-01,7.7665e+12
2008-09-01,7.8452e+12
2008-10-01,7.9589e+12
2008-11-01,8.0491e+12
2008-12-01,8.2692e+12
2009-01-01,8.3132e+12
2009-02-01,8.3392e+12
2009-03-01,8.4723e+12
2009-04-01,8.467e+12
2009-05-01,8.4462e+12
2009-06-01,8.4568e+12
2009-07-01,8.4216e+12
2009-08-01,8.3957e+12
2009-09-01,8.401e+12
2009-10-01,8.4347e+12
2009-11-01,8.5086e+12
2009-12-01,8.5523e+12
2010-01-01,8.4727e+12
2010-02-01,8.5172e+12
2010-03-01,8.5795e+12
2010-04-01,8.5995e+12
2010-05-01,8.58e+12
2010-06-01,8.6014e+12
2010-07-01,8.5718e+12
2010-08-01,8.6019e+12
2010-09-01,8.6432e+12
2010-10-01,8.6993e+12
2010-11-01,8.766e+12
2010-12-01,8.8489e+12
2011-01-01,8.84e+12
2011-02-01,8.8792e+12
2011-03-01,8.9921e+12
2011-04-01,9.0455e+12
2011-05-01,9.0195e+12
2011-06-01,9.0798e+12
2011-07-01,9.2319e+12
2011-08-01,9.427e+12
2011-09-01,9.4638e+12
2011-10-01,9.5135e+12
2011-11-01,9.5954e+12
2011-12-01,9.6923e+12
2012-01-01,9.7246e+12
2012-02-01,9.7498e+12
2012-03-01,9.8659e+12
2012-04-01,9.9113e+12
2012-05-01,9.8447e+12
2012-06-01,9.9222e+12
2012-07-01,9.9669e+12
2012-08-01,1.00296e+13
2012-09-01,1.01255e+13
2012-10-01,1.02055e+13
2012-11-01,1.03031e+13
2012-12-01,1.04909e+13
2013-01-01,1.0465e+13
2013-02-01,1.04383e+13
2013-03-01,1.05845e+13
2013-04-01,1.06131e+13
2013-05-01,1.05367e+13
2013-06-01,1.06018e+13
2013-07-01,1.06428e+13
2013-08-01,1.07006e+13
2013-09-01,1.07705e+13
2013-10-01,1.08948e+13
2013-11-01,1.09366e+13
2013-12-01,1.10636e+13
2014-01-01,1.10604e+13
2014-02-01,1.11119e+13
2014-03-01,1.12369e+13
2014-04-01,1.12902e+13
2014-05-01,1.12334e+13
2014-06-01,1.12952e+13
2014-07-01,1.13502e+13
2014-08-01,1.13814e+13
2014-09-01,1.14319e+13
2014-10-01,1.14978e+13
2014-11-01,1.15737e+13
2014-12-01,1.17189e+13
2015-01-01,1.17252e+13
2015-02-01,1.18136e+13
2015-03-01,1.19227e+13
2015-04-01,1.19721e+13
2015-05-01,1.18769e+13
2015-06-01,1.19314e+13
2015-07-01,1.1983e+13
2015-08-01,1.20405e+13
2015-09-01,1.21103e+13
2015-10-01,1.21455e+13
2015-11-01,1.22698e+13
2015-12-01,1.23998e+13
2016-01-01,1.24539e+13
2016-02-01,1.24983e+13
2016-03-01,1.2665e+13
2016-04-01,1.27452e+13
2016-05-01,1.26725e+13
2016-06-01,1.27573e+13
2016-07-01,1.28207e+13
2016-08-01,1.29146e+13
2016-09-01,1.29899e+13
2016-10-01,1.30585e+13
2016-11-01,1.31669e+13
2016-12-01,1.3273e+13
2017-01-01,1.32563e+13
2017-02-01,1.32689e+13
2017-03-01,1.34552e+13
